PROYECTO;ETAPA;MANZANA;LOTE;AREA_m2;PRECIO_CONTADO_SOLES;PRECIO_CONTADO_DOLARES;PRECIO_CONTADO_DSCTO;12_MESES_SOLES;24_MESES_SOLES;12_MESES_DOLARES;24_MESES_DOLARES
OASIS 3 (HUACHO 2);1;E;11;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;12;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;13;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;14;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;15;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;16;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;17;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;18;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;19;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;20;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;21;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;E;22;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;1;120;23000,00;0,00;20700,00;25550,00;28100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;2;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;3;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;4;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;5;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;6;120;23000,00;0,00;20700,00;25550,00;28100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;7;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;8;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;9;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;10;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;11;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;12;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;13;160;23000,00;0,00;20700,00;25550,00;28100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;14;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;15;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;16;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;17;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;18;160;23000,00;0,00;20700,00;25550,00;28100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;19;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;20;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;21;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;22;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;23;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;F;24;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;1;160;23000,00;0,00;20700,00;25550,00;28100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;2;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;3;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;4;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;5;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;6;160;23000,00;0,00;20700,00;25550,00;28100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;7;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;8;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;9;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;10;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;11;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;12;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;13;160;23000,00;0,00;20700,00;25550,00;28100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;14;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;15;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;16;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;17;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;G;18;160;21000,00;0,00;19700,00;23500,00;26100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;1;170;22000,00;0,00;19400,00;24000,00;26000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;2;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;3;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;4;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;5;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;6;120;18000,00;0,00;16200,00;19800,00;21600,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;7;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;8;160;23000,00;0,00;20700,00;25550,00;28100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;9;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;10;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;11;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;12;120;23000,00;0,00;20700,00;25550,00;28100,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;13;160;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;14;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;15;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;16;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;17;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;18;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;19;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;H;20;170;22000,00;0,00;19400,00;24000,00;26000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;I;1;184;27750,00;0,00;24975,00;31013,00;34275,00;0,00;0,00
OASIS 3 (HUACHO 2);1;I;2;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;I;3;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;I;4;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;I;5;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;I;6;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;I;7;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;I;8;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;A;1;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
OASIS 3 (HUACHO 2);1;A;2;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;A;3;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;A;4;120;14000,00;0,00;12600,00;15200,00;16400,00;0,00;0,00
OASIS 3 (HUACHO 2);1;A;5;120;16000,00;0,00;14400,00;17500,00;19000,00;0,00;0,00
